X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.0916819999999,4.60721600000005,1984,Carrera 26 con Calle 9 ,Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.607216,-74.091682
-74.095275,4.68113000000005,1985,Calle 68B bis con Carrera 70C ,Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.68113,-74.095275
-74.1128189999999,4.62627600000008,1986,"Carrera 54 con Calle 5C, sentido s→n",Puente Aranda,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,4.626276,-74.112819
-74.115956,4.50143700000007,1987,Transversal 1 con Calle 95A sur,Usme,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.501437,-74.115956
-74.061675,4.62683400000003,1988,"Carrera 3 con Calle 39, sentido s→n",Chapinero,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.626834,-74.061675
-74.082816,4.74898000000007,1989,"Vía Bogotá - Cota con km 0,3, sentido s→n",Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.74898,-74.082816
-74.050226,4.73108900000005,1990,"Autopista Norte con Calle 147A, sentido n→s",Suba,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Acompañante lesionado (2),Con lesionados,4.731089,-74.050226
-74.069397,4.64111300000008,1991,"Calle 53 con Carrera 17, sentido occ→or",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.641113,-74.069397
-74.082816,4.74898000000007,1992,Carrera 92 con Calle 170 ,Suba,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.74898,-74.082816
-74.058475,4.68205400000005,1993,"Autopista Norte con Calle 94, sentido n→s",Barrios Unidos,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.682054,-74.058475
-74.170246,4.69567900000004,1994,"Av Centenario (Calle 13) con Carrera 137A, sentido occ→or",Fontibón,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.695679,-74.170246
-74.0843589999999,4.62534000000005,1995,"NQS con Calle 25, sentido s→n",Teusaquillo,Choque simple,Camión (1) - Camioneta (1) ,Sin lesionados,4.62534,-74.084359
-74.08588,4.67779500000006,1996,"Calle 72 con Av Carrera 68, sentido occ→or",Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.677795,-74.08588
-74.059132,4.72042900000002,1997,Calle 134 con Carrera 53 ,Suba,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.720429,-74.059132
-74.0843589999999,4.62534000000005,1998,"NQS con Av Américas, sentido s→n",Los Mártires,Choque simple,Volqueta (1) - Automóvil particular (1) ,Sin lesionados,4.62534,-74.084359
-74.043773,4.69670900000006,1999,"Carrera 15 con Calle 116, sentido n→s",Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.696709,-74.043773
-74.134086,4.66086500000006,2000,Av Ciudad de Cali con Av Centenario (Calle 13) ,Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.660865,-74.134086
-74.081177,4.65228300000007,2001,"Av José Celestino Mutis con Carrera 37, sentido occ→or",Teusaquillo,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.652283,-74.081177
-74.080663,4.56877000000003,2002,Calle 19 sur con Carrera 10D este,San Cristóbal,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.56877,-74.080663
-74.0505889999999,4.66095500000006,2003,Av Carrera 7 con Calle 79 ,Chapinero,Choque simple,Motocicleta (2)  ,Sin lesionados,4.660955,-74.050589
-74.147683,4.68430400000005,2004,Carrera 112 con Calle 22D bis ,Fontibón,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.684304,-74.147683
-74.0461799999999,4.72963900000002,2005,Calle 147 con Carrera 19 ,Usaquén,Volcamiento,Automóvil particular (1)  ,Sin lesionados,4.729639,-74.04618
-74.124673,4.72633900000005,2006,"Av Calle 80 con Carrera 119, sentido occ→or",Engativá,Choque simple,Camión (1) - Camioneta (1) ,Sin lesionados,4.726339,-74.124673
-74.173983,4.62697800000007,2007,Av Ciudad de Cali con Calle 46 sur,Kennedy,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.626978,-74.173983
-74.0814799999999,4.62748500000004,2008,Av El Dorado (Calle 26) con NQS ,Teusaquillo,Choque simple,Automóvil particular (1) - Bicicleta (1) ,Sin lesionados,4.627485,-74.08148
-74.168675,4.62036900000004,2009,Carrera 80C con Calle 46 sur,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.620369,-74.168675
-74.053959,4.67256200000003,2010,Carrera 15 con Calle 87 ,Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.672562,-74.053959
-74.089568,4.69483900000006,2011,"Av Boyacá con Av Calle 80, sentido s→n",Engativá,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.694839,-74.089568
-74.136614,4.63695200000006,2012,"Av Boyacá con Calle 8, sentido n→s",Kennedy,Choque con lesionado,Taxi (1) - Ciclista lesionado (1) ,Con lesionados,4.636952,-74.136614
-74.054985,4.66708000000006,2013,Calle 82 con Carrera 13 ,Chapinero,Choque simple,Motocicleta (2)  ,Sin lesionados,4.66708,-74.054985
-74.101567,4.73659800000007,2014,Calle 132 con Carrera 106 ,Suba,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.736598,-74.101567
-74.0912759999999,4.61062400000003,2015,Calle 12 con Carrera 27 ,Los Mártires,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.610624,-74.091276
-74.124217,4.62481300000007,2016,"Av Carrera 68 con Calle 3, sentido n→s",Kennedy,Choque simple,Bus SITP (1) - Camión (1) ,Sin lesionados,4.624813,-74.124217
-74.077827,4.62271600000003,2017,"Av El Dorado (Calle 26) con Carrera 24, sentido or→occ",Teusaquillo,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1) ,Con lesionados,4.622716,-74.077827
-74.14141,4.61926600000004,2018,"Av Primero de Mayo con Carrera 72B, sentido or→occ",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.619266,-74.14141
-74.1227289999999,4.74570600000004,2019,"Calle 138 con Carrera 151A, sentido or→occ",Suba,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.745706,-74.122729
-74.1098019999999,4.69531300000006,2020,Transversal 99 con Calle 70A ,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.695313,-74.109802
-74.1623069999999,4.62306400000006,2021,Carrera 80 con Calle 41B sur,Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.623064,-74.162307
-74.129762,4.64642200000003,2022,Av Boyacá con Calle 12B ,Kennedy,Choque simple,Tractocamión (1) - Automóvil particular (1) ,Sin lesionados,4.646422,-74.129762
-74.072798,4.60091500000004,2023,Av Jiménez (Calle 13) con Carrera 6 ,La Candelaria,Manifestación,Peatón (10)  ,Sin lesionados,4.600915,-74.072798
-74.097005,4.68390000000005,2024,"Av Boyacá con Calle 69A, sentido n→s",Engativá,Choque simple,Bus SITP (1) - Tractocamión (1) ,Sin lesionados,4.6839,-74.097005
-74.0660819999999,4.72894600000006,2025,Calle 138 con Av Las Villas ,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.728946,-74.066082
-74.098691,4.71374800000007,2026,"Calle 90 con Carrera 94D, sentido or→occ",Engativá,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.713748,-74.098691
-74.123438,4.62860300000006,2027,"Av Américas con Av Carrera 68, sentido occ→or",Kennedy,Choque con lesionado,Camión (1) - Ciclista lesionado (1) ,Con lesionados,4.628603,-74.123438
-74.0899469999999,4.57304800000003,2028,Calle 19 sur con Carrera 5 ,San Cristóbal,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.573048,-74.089947
-74.108981,4.66303000000005,2029,"Av El Dorado (Calle 26) con Av Rojas, sentido occ→or",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.66303,-74.108981
-74.074762,4.59927400000004,2030,"Av Carrera 7 con Calle 12, sentido s→n",La Candelaria,Atropello,Bicicleta (1) - Peatón lesionado (1) ,Con lesionados,4.599274,-74.074762
-74.06808,4.62016000000006,2031,"Av Carrera 7 con Calle 33, sentido n→s",Santa Fe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.62016,-74.06808
-74.203003,4.63067600000005,2032,Calle 72 sur con Carrera 95 ,Bosa,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.630676,-74.203003
-74.1598989999999,4.61692800000003,2033,Calle 42 sur con Av Primero de Mayo ,Kennedy,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.616928,-74.159899
-74.146893,4.50922600000007,2034,"Carrera 18F con Calle 91A sur, sentido s→n",Ciudad Bolívar,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.509226,-74.146893
-74.12156,4.62836300000004,2035,Av Américas con Carrera 67 ,Puente Aranda,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.628363,-74.12156
-74.081496,4.60507200000006,2036,"Av Jiménez (Calle 13) con Carrera 17, sentido occ→or",Los Mártires,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.605072,-74.081496
-74.075813,4.60380800000007,2037,"Carrera 10 con Calle 15, sentido n→s",Santa Fe,Atropello,Bus SITP (1) - Motociclista lesionado (1) - Peatón lesionado (1),Con lesionados,4.603808,-74.075813
-74.081604,4.62591600000007,2038,NQS con Calle 24 ,Los Mártires,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Separador (1) ,Con lesionados,4.625916,-74.081604
-74.1540229999999,4.59781200000003,2039,Carrera 63 con Calle 57B sur,Bosa,Incendio estructural,Otro (1)  ,Sin lesionados,4.597812,-74.154023
-74.125934,4.60591500000004,2040,Av Primero de Mayo con Carrera 52 ,Puente Aranda,Choque simple,Volqueta (1) - Camión (1) ,Sin lesionados,4.605915,-74.125934
-74.059132,4.72042900000002,2041,"Calle 134 con Carrera 53, sentido occ→or",Suba,Choque con lesionado,Motociclista lesionado (3)  ,Con lesionados,4.720429,-74.059132
-74.159167,4.62631600000003,2042,"Carrera 80 con Calle 38C sur, sentido n→s",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.626316,-74.159167
-74.063999,4.63392700000003,2043,"Av Carrera 7 con Calle 47, sentido n→s",Chapinero,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.633927,-74.063999
-74.130983,4.68849700000004,2044,"Av El Dorado (Calle 26) con Carrera 100, sentido occ→or",Fontibón,Choque simple,Automóvil particular (2) - Taxi (1) ,Sin lesionados,4.688497,-74.130983
-74.1557079999999,4.61808300000007,2045,Calle 40J sur con Carrera 78 ,Kennedy,Choque con lesionado,Automóvil particular (1) - Taxi (1) - Conductor lesionado (1),Con lesionados,4.618083,-74.155708
-74.0651579999999,4.67084700000004,2046,Av Calle 80 con Carrera 27A ,Barrios Unidos,Choque con lesionado,Camioneta (1) - Ciclista lesionado (1) ,Con lesionados,4.670847,-74.065158
-74.145405,4.56772700000005,2047,Calle 62 sur con Carrera 22B ,Ciudad Bolívar,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.567727,-74.145405
-74.068976,4.64388900000006,2048,Calle 56 con Carrera 17 ,Teusaquillo,Choque simple,Camioneta (1) - Motocicleta (1) ,Sin lesionados,4.643889,-74.068976
-74.1627379999999,4.61506300000002,2049,Av Primero de Mayo con Av Ciudad de Villavicencio ,Kennedy,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1) ,Con lesionados,4.615063,-74.162738
-74.1091949999999,4.68961900000005,2050,"Av Ciudad de Cali con Calle 66, sentido s→n",Engativá,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.689619,-74.109195
-74.085477,4.71266000000003,2051,"Calle 127 con Carrera 81, sentido or→occ",Suba,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.71266,-74.085477
-74.0658799999999,4.68337400000007,2052,Calle 94A con Carrera 58 ,Barrios Unidos,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.683374,-74.06588
-74.074719,4.72750500000006,2053,Av Suba con Calle 134 ,Suba,Caida de ocupante,Bus articulado / biarticulado (1) - Pasajero lesionado (1) ,Con lesionados,4.727505,-74.074719
-74.0927829999999,4.72940700000004,2054,Calle 130C con Carrera 95 bis ,Suba,Choque simple,Camión (2)  ,Sin lesionados,4.729407,-74.092783
-74.085501,4.50019800000007,2055,Carrera 18 este con Calle 87C sur,Usme,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.500198,-74.085501
-74.024718,4.76553700000005,2056,Carrera 4B con Calle 188A ,Usaquén,Atropello,Camión (1) - Peatón lesionado (1) ,Con lesionados,4.765537,-74.024718
-74.080158,4.61052900000004,2057,Carrera 18 con Calle 18 ,Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.610529,-74.080158
-74.1108139999999,4.70408700000007,2058,Calle 75 con Carrera 94 ,Engativá,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.704087,-74.110814
-74.104519,4.70312900000005,2059,"Carrera 89A con Calle 76A, sentido occ→or",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.703129,-74.104519
-74.093023,4.57102300000003,2060,"Carrera 6 con Calle 23 sur, sentido s→n",San Cristóbal,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.571023,-74.093023
-74.077957,4.59027200000003,2061,"Calle 6 con Carrera 5, sentido occ→or",La Candelaria,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.590272,-74.077957
-74.080499,4.62436200000008,2062,Av El Dorado (Calle 26) con Carrera 29 ,Teusaquillo,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.624362,-74.080499
-74.164208,4.58364300000005,2063,Diagonal 68 sur con Carrera 71F ,Ciudad Bolívar,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.583643,-74.164208
-74.171797,4.61311000000006,2064,Av Primero de Mayo con Calle 53 sur,Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.61311,-74.171797
-74.1215119999999,4.70724300000006,2065,Carrera 105G con Calle 71A ,Engativá,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.707243,-74.121512
-74.060041,4.68364900000006,2066,Calle 95 con Carrera 47 ,Barrios Unidos,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.683649,-74.060041
-74.1386219999999,4.62376600000005,2067,"Av Boyacá con Calle 2, sentido s→n",Kennedy,Choque con lesionado,Tractocamión (1) - Motociclista lesionado (1) ,Con lesionados,4.623766,-74.138622
-74.1417539999999,4.59278900000004,2068,Carrera 54 con Calle 47A sur,Tunjuelito,Atropello,Camioneta (1) - Peatón lesionado (1) ,Con lesionados,4.592789,-74.141754
-74.1030469999999,4.61171500000006,2069,Av Comuneros con Carrera 36 ,Puente Aranda,Choque simple,Vehículo escolar (1) - Taxi (1) ,Sin lesionados,4.611715,-74.103047
-74.168445,4.62792400000006,2070,Carrera 82B con Calle 42C sur,Kennedy,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.627924,-74.168445
-74.087415,4.63056600000004,2071,Carrera 37 con Calle 25A ,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.630566,-74.087415
-74.1292359999999,4.62101300000006,2072,Carrera 69A con Calle 1 sur,Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.621013,-74.129236
-74.085989,4.59804900000006,2073,Av Comuneros con Carrera 15 ,Los Mártires,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.598049,-74.085989
-74.056732,4.74941100000007,2074,Calle 167 con Carrera 55A ,Suba,Choque simple,Bus / buseta (1) - Patineta (1) ,Sin lesionados,4.749411,-74.056732
-74.091148,4.51482700000003,2075,"Carrera 14 este con Calle 75B sur, sentido n→s",Usme,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.514827,-74.091148
-74.0635349999999,4.63666300000006,2076,"Av Carrera 7 con Calle 51A, sentido s→n",Chapinero,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.636663,-74.063535
-74.1703889999999,4.62805100000003,2077,"Av Ciudad de Villavicencio con Carrera 85A, sentido or→occ",Kennedy,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.628051,-74.170389
-74.092351,4.60706800000003,2078,"Calle 9 con Carrera 26, sentido or→occ",Los Mártires,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.607068,-74.092351
-74.139181,4.56222100000002,2079,Av Boyacá con Calle 60 sur,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.562221,-74.139181
-74.053376,4.70777500000003,2080,"Autopista Norte con Calle 127, sentido s→n",Usaquén,Choque con lesionado,Taxi (1) - Automóvil particular (1) - Pasajero lesionado (1),Con lesionados,4.707775,-74.053376
-74.0780379999999,4.61004300000008,2081,Calle 19 con Carrera 16 ,Los Mártires,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.610043,-74.078038
-74.06812,4.62197000000003,2082,Carrera 13 con Calle 34 ,Santa Fe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.62197,-74.06812
-74.094996,4.57602100000003,2083,Av Primero de Mayo con Carrera 10 ,Rafael Uribe Uribe,Atropello,Bus SITP (1) - Peatón lesionado (1) ,Con lesionados,4.576021,-74.094996
-74.092481,4.54925600000007,2084,Carrera 4 este con Calle 41 bis sur,San Cristóbal,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.549256,-74.092481
-74.0445,4.74635800000004,2085,Carrera 21 con Calle 164 ,Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.746358,-74.0445
-74.087056,4.63072300000005,2086,"Carrera 37 con Calle 25A, sentido s→n",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.630723,-74.087056
-74.0262949999999,4.72851400000008,2087,Calle 153 con Av Carrera 7 ,Usaquén,Choque con lesionado,Tractocamión (1) - Motociclista lesionado (1) ,Con lesionados,4.728514,-74.026295
-74.154529,4.62201300000004,2088,"Carrera 78J con Calle 39 sur, sentido s→n",Kennedy,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.622013,-74.154529
-74.1063339999999,4.65129100000007,2089,Calle 24C con Carrera 10 ,Fontibón,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.651291,-74.106334
-74.123754,4.62175500000006,2090,Diagonal 2 con Carrera 65A ,Puente Aranda,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.621755,-74.123754
